TRADEDATE,sber,mgnt,gold,eurusd,sber_VaR_5_param,mgnt_VaR_5_param,sber_VaR_5_hist,mgnt_VaR_5_hist,gold_VaR_5_param,eurusd_VaR_5_param,gold_VaR_5_hist,eurusd_VaR_5_hist,sber_ear_hist,mgnt_ear_hist,sber_ear_param,mgnt_ear_param,gold_ear_hist,eurusd_ear_hist,gold_ear_param,eurusd_ear_param,sber_raroc_hist,mgnt_raroc_hist,sber_raroc_param,mgnt_raroc_param,gold_raroc_hist,eurusd_raroc_hist,gold_raroc_param,eurusd_raroc_param
2016-10-20,-0.0022906430550851567,0.0035896505577519555,-0.0024460500616639885,-0.0040182702469224885,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,0.001078603313413827,-0.007572208448200619,0.0003554432216881611,-0.004218254764700634,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-24,0.004906418418770056,9.500736314218275e-05,-0.001731013628246792,-0.0001838066359370329,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-25,0.01609505348280798,-0.00916211791890611,0.007715047862180833,0.0005513185842116571,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26,-0.005955549630368463,-0.002399809167083367,-0.005699770593287539,0.0019272249345975666,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-27,-0.00913431026805222,0.004315518565222193,0.0009390746465262771,-0.0011926059851232469,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28,-0.0006700167754843292,0.009618663749134978,0.0063765346517457066,0.008136443844726301,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,-0.012137708014424143,0.007459550193901385,0.0010731673956770821,-0.00036426555361342914,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,-0.01057128344150584,-0.009451866207972436,0.00820251920659444,0.006717527076222845,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-02,-0.024219635671738383,-0.010405325135593694,0.007033754513151578,0.0037025373042244435,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,0.002735787894127662,-0.005870764178953411,0.0048920540309806875,0.0008109204390858515,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,0.004543079629400443,-0.06171111917689326,-0.016970426152065843,-0.005871477054819219,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,0.018721834518473205,0.012245050960100387,-0.0047406391241724315,-0.0013598660361310102,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,0.03318493971319737,-0.021424631689545007,0.001989769796265813,-0.010395862365558744,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,0.015243396340198594,0.020409918258998485,-0.014282049346848265,-0.0018350312516957773,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,-0.012136469365645152,0.006072893157899082,-0.027443598506075684,-0.003588025377455318,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,-0.007353217856004534,-0.004044494896506414,-0.0046781032711328465,-0.010748806231831528,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,-0.0036636177530672926,0.005053067851391201,0.00663444488532165,-0.0013051181119810443,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,0.000600420312243718,0.02173781875337619,-0.0025113349358679964,-0.0032702668715450453,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,-0.0012679770793572642,0.012644128266670121,-0.007284200817131358,-0.00563117396063043,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,0.002001334890817516,0.008148265084785462,-0.0063523180871178034,-0.003771810223651999,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-21,0.01946934950605925,0.002797744336129451,0.004417898406417052,0.003960027803729591,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22,0.012987195526811112,0.006721100673077382,-0.0014842180896761403,-0.0002823396564800659,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,0.001482771119105249,0.0035344164414480195,-0.020179804685029067,-0.006421174093000315,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-24,0.037427720223095026,-0.005450125839587045,-0.0037539323245123677,-0.0003790032260643735,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-25,-0.004914320487140555,-0.0009592326874602331,-0.00027048958780009436,0.003028011397641195,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28,-0.006004521418191598,-0.0038461585874782754,0.008837474298472406,0.0027362379670308468,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29,-0.008378793466810627,-0.008708327891784308,-0.004232241844535644,0.003198497552783666,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,0.003977654643059295,0.02020270731751947,-0.01324859279570792,-0.005840257745640574,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,0.0,-0.019522666488863895,-0.0015275582098305761,0.007060514150869962,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,0.0044011388237513915,0.005133929036764315,0.0050856446847682086,0.0009376465759634323,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,0.016303018046230612,0.019139340210697506,-0.005709200372479785,0.008585345753565914,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-06,-0.016616743538999897,0.009340131111171164,-0.00046165943235769555,-0.004190145336367813,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,0.0037582255321815406,-0.006500564603093428,0.0036355297473574643,0.0031675077722309033,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-08,0.05491909832917173,0.014078130212453804,-0.002934704967594136,-0.012730678347871385,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-09,0.004016069654889965,-0.0290286538854219,-0.010918367556021111,-0.005289518330842107,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,0.033272645558493956,-0.007028383045807131,0.003767456942744676,0.007077838257769273,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-13,0.008515521227657032,0.03260280206314147,-0.0035860870816000305,-0.0008467002716660647,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14,-0.018254927918680393,-0.008546659208905205,-0.012024053678474663,-0.00850666755432806,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,0.0069990532976607,-0.006624420931551328,-0.01388825646322269,-0.011744060123833626,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-16,-0.005848305184482348,0.01769291400859297,0.00499486082635516,0.0033558687230519505,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-19,0.002297531165737988,-0.01154021344995698,0.004109745515610784,-0.004316760504490175,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,0.00913769921753711,0.010513567226039095,-0.006042846713851248,-0.0016356380228051029,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-21,-0.0067881952571593185,0.003821245154933914,-0.00034464323139270133,0.0036524454291095333,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22,-0.02732901943609148,-0.032042815081056,-0.0024867159419910347,0.001150637771978847,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-23,0.006741927925932637,-0.0002881982824117427,0.003988138158932892,0.0018191397615661385,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-26,0.0047796780199138,-0.00781291652093726,0.00039705824483669724,-9.566174016018445e-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,0.0017429704621697278,0.007043981458060096,0.004655858367062499,0.00019131433002706884,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,-0.012676514056461871,0.02516154577598693,0.0028059117887710614,-0.004601676224874704,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,0.007029905928258146,0.012115712043456833,0.014076718450188406,0.007943765752483473,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,0.01131923273993831,0.018812208831599963,-0.0058709091866202935,0.0021901641854880057,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,0.03888765736335834,0.03105811901048181,0.006371457327052799,-0.010422239007288633,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-04,-0.023423431665776803,-0.011255491714302093,0.003944592791397502,0.007850686563935916,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,-0.02328695137879054,-0.03123132311980248,0.014498139851731193,0.01109594579332025,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,-0.007063866612562016,0.002296212260350157,-0.006519055346616752,-0.006908653797777099,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,-0.013803900169158128,-0.007458941529661679,0.0071711694473447505,0.003980670596158545,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-10,0.019121041446778377,-0.02669572664423879,0.0054711382674798885,-0.0017988170530896669,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,-0.014971657899966833,-0.05202302806715197,0.003211301149844646,0.0025552467412002897,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,-0.0046246969655397725,-0.012072581234269249,0.0034353326411286863,0.0028315261957383604,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,-0.02023060262280205,-0.024591403137322207,0.0014208341746842152,0.0029175118337028145,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,-0.001456487695273359,0.01951782553662087,0.0046165594521163705,-0.0038604633415729606,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,0.007984557300022004,-0.0005087764037502211,0.01129282935199927,0.010510607270849834,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,-0.004468336641737981,-0.013319869060709812,-0.01067778740171209,-0.007684416035014828,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,0.006394423670318197,0.01077209698191104,0.0010131628986096758,0.003099612682186044,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,0.007130261791496693,-0.007168489478612516,0.003976280132144671,0.0033704741204271323,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,-0.004427963194645712,-0.0037067587747294985,0.006444351375377624,0.005778208061785806,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,0.020772260233888642,-0.0004127115205093619,-0.00712251374681771,-0.0028849305756481897,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,5.873542628923345e-05,-0.006730545728826983,-0.007073621418052253,0.0013039025783293796,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,0.020520993320731446,0.04021921548287077,-0.009821279508257705,-0.005974625688887584,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,0.029091104788004772,-0.01204833851617448,0.002286003432800245,0.0013100029944909672,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,-0.024441135159145463,-0.028170876966696335,0.0031431147715714294,-0.0001870382498671844,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,-0.013841051411871468,0.002594035177046528,0.01292904639110702,0.009587265690098037,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,0.00982382936660695,0.005167970158442598,-0.0011572066326378365,-0.0025971631331907145,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,-0.006171968947835917,-0.021360541245087974,0.00552605180699327,-0.0008362369825289558,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03,0.005596760418890316,0.008912247718519981,0.0032763072948563867,0.0021356617059299574,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,-0.005365345896596345,0.00624351663968502,0.012772647657058,-0.0029725985660545204,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,0.0034648068386220385,-0.009379954129815333,-0.0014904098145108445,-0.0064398934588775795,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,-0.013172210065675921,0.0028232360468433875,0.0064397758153282745,0.0015904947919451408,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-09,-0.014117881545784819,0.029324597262452158,-0.008980206944410157,-0.004027919829186522,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-10,-0.019743387344739256,0.014096085194777648,0.002840311584391711,-0.0015029121746814459,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-13,-0.004845557633523001,0.007569757261694466,-0.0072792067890098695,-0.0038615541274268747,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-14,-0.012217622958602526,-0.004774228284562168,0.0025598605240959456,-0.001889109846783088,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,0.0049049761123159405,-0.002995508979798451,0.003543624378220707,0.001983471724654457,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,0.018122257219452775,-0.007024614936964466,0.005017571991979571,0.00695818510269735,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-17,-0.006024477525908919,-0.023434592547744076,-0.0028617874162270127,-0.005732290281814681,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,-0.00030217871078763037,-0.012761494969854906,0.002248082395269495,-0.00018850141431876987,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,0.009385221096690745,-0.0038709050792870895,-0.0016977246488515388,-0.006999650220982043,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-22,-0.006608615220356252,-0.036942388076158864,0.0011402187058612615,0.0018966340441315885,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24,-0.002353581243949777,-0.04096249456467575,0.015438160233225785,0.0004735969778314063,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,-0.027937858207631904,0.040527333548235255,-0.0030924924977256837,0.0023646263087129097,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,-0.031237750495280017,-0.00622170865805374,-0.003326486222461981,-0.0009451796544867622,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,0.025317807984289786,0.0018596515778879835,0.0002722853567342384,-0.002746083824063787,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,0.02102736719207558,0.010869672236903891,-0.011386911462030535,-0.0038001185765082417,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-03,0.006101300196177113,-0.008141157583699885,-0.0004050321245841786,0.010792493282023048,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,-0.014706147389695449,0.008141157583699866,-0.00704130920670092,-0.003962643170004573,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,-0.006316201566796363,-0.0018395287338429996,-0.008184862076621745,-0.0012297215757682812,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-09,-0.030142896260002158,-0.018804533550567337,-0.012258330662877877,0.000946073864321813,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-10,0.008288220860102292,0.01032068888655051,0.003084946505994255,0.00884961527698238,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-13,0.008975472680710347,0.008700435524729199,-0.0007641132920518992,-0.0015007975802637356,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,-0.009483538232094142,0.0037827659265604174,-0.004346602010450369,-0.00479888006344613,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,-0.007780155308718551,0.008165064700470693,0.016814767821614975,0.012187269997763364,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-16,0.013670535579063323,0.037177441231102705,0.006339359893989347,0.002977300301281702,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-17,0.017527835276798163,0.0,0.0016294610090629605,-0.0026046526353332724,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,0.016310563157522273,0.0082135985373888,0.003859361699584843,9.314022267237344e-05,,,,,,,,,-0.00913431026805222,-0.008627493550344756,-0.011191942447802847,-0.013034975551434168,-0.005262520554305865,-0.003771810223651999,-0.006680010755273106,-0.003939482645793367,,,,,,,,
2017-03-21,-0.005018677526895409,-0.005125587848812317,0.009161971541394615,0.006590880205899246,-0.02532652248029463,-0.029588833098299412,-0.023389311594030238,-0.030680655811207335,-0.013066970312481817,-0.008828009209310355,-0.013001027262500409,-0.007846219955841451,-0.008756551867431423,-0.008546659208905205,-0.011092373658755952,-0.012913292663701524,-0.005262520554305865,-0.0037859644000801202,-0.006680010755273106,-0.003970667238198831,-0.15981121656825714,-0.11150580943068385,-0.2398156374048667,-0.26319742955110986,-1.1094886430479114,-1.322527875127167,-1.2123684310765719,-1.1963679685516715
2017-03-22,-0.00036821111186187893,-0.030257916040504363,0.0034892850289581527,-0.0012035366911270933,-0.02369973006528046,-0.028782732710647487,-0.023389311594030238,-0.030680655811207335,-0.012905859430317464,-0.008833392070247763,-0.013001027262500409,-0.007846219955841451,-0.008378793466810627,-0.008627493550344756,-0.0109221488564243,-0.013176089987592477,-0.005262520554305865,-0.003771810223651999,-0.006680010755273106,-0.003929366782272388,-0.34248901780389834,0.7050182572126842,-0.4453189009111833,0.5934747831151165,-0.6731626206574723,-0.3273262216684157,-0.7879595961151042,-0.3085824867126994
2017-03-23,0.00752136116738995,-0.007442883907078536,-0.0032482534124776714,-0.0013904984859194273,-0.022734716602734666,-0.030850002648153872,-0.023389311594030238,-0.03098797134997795,-0.01282271393315346,-0.008726531812843831,-0.013001027262500409,-0.007846219955841451,-0.008378793466810627,-0.008546659208905205,-0.0109221488564243,-0.013090519747584807,-0.005001579839239148,-0.0036799178005536585,-0.00662281479955985,-0.0038920304837966086,-0.679804301647717,-0.035619476001208274,-0.8112487323284143,-0.18306759661961444,-0.13486060688594154,-0.2917862776622488,-0.2631706052770282,-0.2866582110197996
2017-03-24,0.002251499414621786,-0.0021367529497352197,-0.0008036647543381966,0.0015757522841522316,-0.022878527227299307,-0.029651173565675433,-0.023389311594030238,-0.03098797134997795,-0.012802497144286117,-0.008670040028230396,-0.013001027262500409,-0.007846219955841451,-0.00807947438776459,-0.008141157583699885,-0.010815487933436107,-0.012982266204299675,-0.0047406391241724315,-0.0036799178005536585,-0.006527418897179167,-0.0038920304837966086,-0.44169636035902815,-0.19376565720133654,-0.5711463512592713,-0.3657701180205345,-0.30282025338027485,-0.6698346610577854,-0.44708107163261807,-0.6306525402587841
2017-03-27,-0.011185593841144488,0.00010694615271399538,0.007999754384564111,0.0061862530513369695,-0.022293919526956568,-0.02920801766993275,-0.023389311594030238,-0.03098797134997795,-0.012799486661492804,-0.008598584437351217,-0.013001027262500409,-0.007846219955841451,-0.00807947438776459,-0.008141157583699885,-0.010738345847345999,-0.012982266204299675,-0.0047406391241724315,-0.0036799178005536585,-0.006527418897179167,-0.0038920304837966086,0.13280080693664742,-0.26617114244943146,0.020061433937522823,-0.44813764853641325,-0.9799528338413975,-1.2574425529003095,-1.1349809305593648,-1.1720863600937297
2017-03-28,0.005944555578156712,0.026279809020480917,-0.001812151487203566,-0.004797942402139235,-0.023235515751478107,-0.029826187761332945,-0.023389311594030238,-0.03098797134997795,-0.012809503955624054,-0.008627724053994708,-0.013001027262500409,-0.007846219955841451,-0.007780155308718551,-0.007977037052318572,-0.010740848617938274,-0.012669132489442004,-0.0046781032711328465,-0.0037859644000801202,-0.006428915111029244,-0.003910221691341062,-0.5867941359325123,-1.105488503455192,-0.7180991536645173,-1.3058638878555184,-0.22044041028940117,0.12897650177467998,-0.36041704970149707,0.10289164387300388
2017-03-29,-0.002692121058138819,-0.028849678729064108,0.00034352319319071455,-0.004263608275435536,-0.022653207345450888,-0.03412506306201269,-0.023389311594030238,-0.029950600501733746,-0.012825863866141988,-0.008589695935262421,-0.013001027262500409,-0.007846219955841451,-0.007780155308718551,-0.008141157583699885,-0.01074604375936641,-0.012910633179585617,-0.0047093711976526394,-0.0038001185765082417,-0.006461678196070649,-0.003915343236038083,-0.21753672527405102,0.6914225691122777,-0.3555312313355461,0.46707739471466364,-0.3886534724388818,0.0590717188067395,-0.530584252279949,0.04054451310293243
2017-03-30,0.0017140062962112115,0.026764172238042668,-0.007254977008874249,-0.008582142227012505,-0.022111753661867364,-0.03565842195298224,-0.023389311594030238,-0.029950600501733746,-0.012855369429590402,-0.008574610875915429,-0.013001027262500409,-0.007846219955841451,-0.007780155308718551,-0.008343908396302545,-0.01074604375936641,-0.013070319210270251,-0.005001579839239148,-0.0038302909590406014,-0.0065677027089141036,-0.003982011793052003,-0.4059188132477145,-1.172199556810653,-0.5635034763011807,-1.1171131325115027,0.17332454767899,0.6056229999560727,0.05346204196809637,0.5364827046416133
2017-03-31,-0.02288995700513377,-0.033865557794637194,0.004599591497675747,-0.002344886878506339,-0.021559028913589715,-0.03617620609111791,-0.023389311594030238,-0.029950600501733746,-0.012633153324812909,-0.008651099239633945,-0.013001027262500409,-0.008355039314775293,-0.007780155308718551,-0.008343908396302545,-0.010771992358738854,-0.013382096157531805,-0.005262520554305865,-0.0038001185765082417,-0.0066243626023022315,-0.003958953695664035,0.6460131002860198,0.8521247978603061,0.5620830462709927,0.5662136484271786,-0.7585640621204953,-0.17417412931001164,-0.8884522978069848,-0.1865736101792762
2017-04-03,0.012437971292217053,0.005599239351388746,0.0033740057912456586,0.0017826152865210328,-0.026391141046365873,-0.03790224816294843,-0.023389311594030238,-0.03098797134997795,-0.012454712578126314,-0.008595837868693503,-0.013001027262500409,-0.008355039314775293,-0.007780155308718551,-0.008343908396302545,-0.010771992358738854,-0.013382096157531805,-0.005481145573796702,-0.0038302909590406014,-0.006681481778947309,-0.003978597810587121,-0.8644173437791973,-0.4499535510155689,-0.8794604071941777,-0.500797088006929,-0.6811116680436298,-0.6717989029250417,-0.8073640806334621,-0.6702328714331384
2017-04-04,0.010451985712916622,-0.005599239351388829,0.002089048409161163,0.00037488285349998205,-0.026439964063514423,-0.03851387111854029,-0.023389311594030238,-0.03098797134997795,-0.012239499857809732,-0.008535742403668386,-0.013001027262500409,-0.008355039314775293,-0.00807947438776459,-0.008343908396302545,-0.010865096887797621,-0.013420857962171615,-0.005262520554305865,-0.0038604633415729606,-0.006204975951903621,-0.004027205123040302,-0.7923046399283972,-0.08857207895010104,-0.8062447645354612,-0.20308575543364468,-0.5654606220749625,-0.5069211568619474,-0.6776440587784773,-0.5157240891721859
2017-04-05,0.02774605007726188,0.022316873009854864,-0.0005338071330253244,-0.0009374707726984725,-0.02613611510439847,-0.030063522281399326,-0.023389311594030238,-0.03098797134997795,-0.012155984621869917,-0.008331178463728186,-0.012199761416777075,-0.008355039314775293,-0.008378793466810627,-0.008546659208905205,-0.011032075776954623,-0.013602420710844526,-0.005262520554305865,-0.0038302909590406014,-0.006191492158631354,-0.003983066060892561,-1.5445022141349734,-0.9959842762918404,-1.4836989238576812,-1.1947799524117342,-0.3876070408047184,-0.34623657380359446,-0.4654238386767329,-0.3655659642214879
2017-04-06,-0.003635392424191068,0.008412247294651924,-0.0027931864455137847,-0.0018775822263917203,-0.028119767019073302,-0.0306953999350735,-0.023389311594030238,-0.03098797134997795,-0.012071060237856058,-0.008331720946288606,-0.012199761416777075,-0.008355039314775293,-0.00807947438776459,-0.008546659208905205,-0.01090879772107523,-0.013602420710844526,-0.0047406391241724315,-0.0037859644000801202,-0.006074270295864556,-0.0039421382926666405,-0.19000482103576768,-0.5472738538455244,-0.25865809243549914,-0.7171976273989452,-0.15963039047472813,-0.22841091487308288,-0.2718140565698581,-0.2477946728634237
2017-04-07,-0.03648042674940313,-0.0126450578472727,0.001796515244545546,-0.005087151809322759,-0.024664451039682993,-0.029785828026981123,-0.023389311594030238,-0.03098797134997795,-0.012201130756354853,-0.008305383540543687,-0.012199761416777075,-0.008355039314775293,-0.008756551867431423,-0.008546659208905205,-0.01149888609331846,-0.013534695137407194,-0.0047406391241724315,-0.0038001185765082417,-0.006074270295864556,-0.003958265243605459,1.1853223969639108,0.1322577264603806,1.0128561392220532,-0.029867804558887136,-0.5358428042476391,0.15404275004888254,-0.6450865659570668,0.13592226779251196
2017-04-10,-0.039728613491857356,-0.007450806155865415,0.0005423123373389614,0.00047212124950412324,-0.03188676685852351,-0.029934442243283614,-0.024020584670247987,-0.03098797134997795,-0.012115552120682138,-0.008314978581165346,-0.012199761416777075,-0.008355039314775293,-0.00913431026805222,-0.008343908396302545,-0.01196166850968795,-0.01344251500132323,-0.0047406391241724315,-0.0037859644000801202,-0.006074270295864556,-0.003935503458662775,1.2736702142683225,-0.028820932817784008,0.8707983818292679,-0.20016103178946565,-0.43303727679840476,-0.5096428022850977,-0.5461230794351108,-0.5300825089496706
